store_id,store_name,brand_id,city,region,channel,subsidiary_company,opening_year,closing_year,status,renovation_months
STR-0481,AdamsCore - Jambi City,BRND-092,Jambi City,Jambi,Offline,Fairway Co.,2000,,active,[]
STR-0482,AdamsCore - Mamuju,BRND-092,Mamuju,West Sulawesi,Offline,Fairway Co.,2022,,active,"[11, 12]"
STR-0483,AdamsCore - Bekasi,BRND-092,Bekasi,West Java,Offline,Fairway Co.,2007,,active,[]
STR-0484,AdamsCore - Ambon,BRND-092,Ambon,Maluku,Offline,Fairway Co.,2024,,active,[]
STR-0485,Ashwear - Depok,BRND-093,Depok,West Java,Offline,Fairway Co.,2016,,active,[]
STR-0486,Ashwear - Semarang,BRND-093,Semarang,Central Java,Offline,Fairway Co.,2013,,active,[]
STR-0487,Ashwear - Bandar Lampung,BRND-093,Bandar Lampung,Lampung,Offline,Fairway Co.,2013,,active,"[1, 2, 3]"
STR-0488,Ashwear - Surakarta,BRND-093,Surakarta,Central Java,Offline,Fairway Co.,2025,,active,[]
STR-0489,Ashwear - Sidoarjo,BRND-093,Sidoarjo,East Java,Offline,Fairway Co.,2014,,active,[]
STR-0490,CrocsGolf - Samarinda,BRND-094,Samarinda,East Kalimantan,Offline,Fairway Co.,2002,,active,[11]
STR-0491,CrocsGolf - Tangerang,BRND-094,Tangerang,Banten,Offline,Fairway Co.,2024,,active,[]
STR-0492,CrocsGolf - Kupang,BRND-094,Kupang,East Nusa Tenggara,Offline,Fairway Co.,2002,,active,[]
STR-0493,CrocsGolf - Pangkal Pinang,BRND-094,Pangkal Pinang,Bangka Belitung Islands,Offline,Fairway Co.,2000,,active,[]
STR-0494,CrocsGolf - Cirebon,BRND-094,Cirebon,West Java,Offline,Fairway Co.,2010,,active,[]
STR-0495,CrocsGolf - Samarinda,BRND-094,Samarinda,East Kalimantan,Offline,Fairway Co.,2004,,active,[]
STR-0496,CrocsGolf - Surakarta,BRND-094,Surakarta,Central Java,Offline,Fairway Co.,2024,,active,"[7, 8, 9]"
STR-0497,CrocsGolf - Padang,BRND-094,Padang,West Sumatra,Offline,Fairway Co.,2004,,active,[]
STR-0498,Solevo Golf - Bogor,BRND-095,Bogor,West Java,Offline,Fairway Co.,2015,,active,[]
STR-0499,Solevo Golf - Tanjung Pinang,BRND-095,Tanjung Pinang,Riau Islands,Offline,Fairway Co.,2008,,active,[]
STR-0500,Solevo Golf - Tangerang,BRND-095,Tangerang,Banten,Offline,Fairway Co.,2002,,active,[]
STR-0501,Solevo Golf - Mamuju,BRND-095,Mamuju,West Sulawesi,Offline,Fairway Co.,2001,2006.0,closed,[]
STR-0502,Solevo Golf - Semarang,BRND-095,Semarang,Central Java,Offline,Fairway Co.,2007,,active,[]
STR-0503,Solevo Golf - Palu,BRND-095,Palu,Central Sulawesi,Offline,Fairway Co.,2002,,active,"[4, 5, 6]"
STR-0504,Solevo Golf - Palembang,BRND-095,Palembang,South Sumatra,Offline,Fairway Co.,2015,,active,[]
STR-0505,Solevo Golf - Medan,BRND-095,Medan,North Sumatra,Offline,Fairway Co.,2017,2024.0,closed,[]
STR-0506,Etoniq - Padang,BRND-096,Padang,West Sumatra,Offline,Fairway Co.,2013,,active,"[6, 7, 8]"
STR-0507,Etoniq - Jambi City,BRND-096,Jambi City,Jambi,Offline,Fairway Co.,2007,,active,[]
STR-0508,Etoniq - Bekasi,BRND-096,Bekasi,West Java,Offline,Fairway Co.,2023,,active,[]
STR-0509,Etoniq - Banda Aceh,BRND-096,Banda Aceh,Aceh,Offline,Fairway Co.,2014,2020.0,closed,[]
STR-0510,Etoniq - Surabaya,BRND-096,Surabaya,East Java,Offline,Fairway Co.,2002,,active,[]
STR-0511,Etoniq - Cirebon,BRND-096,Cirebon,West Java,Offline,Fairway Co.,2009,,active,[]
STR-0512,Clevo - Bandar Lampung,BRND-097,Bandar Lampung,Lampung,Offline,Fairway Co.,2023,,active,[]
STR-0513,Clevo - Tanjung Pinang,BRND-097,Tanjung Pinang,Riau Islands,Offline,Fairway Co.,2002,,active,[]
STR-0514,Clevo - Denpasar,BRND-097,Denpasar,Bali,Offline,Fairway Co.,2005,,active,[]
STR-0515,Clevo - Pekanbaru,BRND-097,Pekanbaru,Riau,Offline,Fairway Co.,2022,,active,"[2, 3]"
STR-0516,Wilsonia - Surakarta,BRND-098,Surakarta,Central Java,Offline,Fairway Co.,2005,,active,"[2, 3, 4]"
STR-0517,Wilsonia - Bekasi,BRND-098,Bekasi,West Java,Offline,Fairway Co.,2020,,active,[]
STR-0518,Wilsonia - Palangkaraya,BRND-098,Palangkaraya,Central Kalimantan,Offline,Fairway Co.,2008,,active,[]
STR-0519,Wilsonia - Serang,BRND-098,Serang,Banten,Offline,Fairway Co.,2007,,active,[]
STR-0520,Wilsonia - Tangerang,BRND-098,Tangerang,Banten,Offline,Fairway Co.,2017,,active,"[5, 6]"
STR-0521,Wilsonia - Tanjung Pinang,BRND-098,Tanjung Pinang,Riau Islands,Offline,Fairway Co.,2008,,active,[]
STR-0522,Wilsonia - Bandar Lampung,BRND-098,Bandar Lampung,Lampung,Offline,Fairway Co.,2001,,active,[11]
STR-0523,Wilsonia - Surabaya,BRND-098,Surabaya,East Java,Offline,Fairway Co.,2010,,active,[]
STR-0524,Callara - Nabire,BRND-099,Nabire,Central Papua,Offline,Fairway Co.,2009,,active,[]
STR-0525,Callara - Surabaya,BRND-099,Surabaya,East Java,Offline,Fairway Co.,2006,,active,[1]
STR-0526,Callara - Surakarta,BRND-099,Surakarta,Central Java,Offline,Fairway Co.,2002,,active,[3]
STR-0527,Callara - Palu,BRND-099,Palu,Central Sulawesi,Offline,Fairway Co.,2020,,active,[]
STR-0528,Callara - Denpasar,BRND-099,Denpasar,Bali,Offline,Fairway Co.,2018,,active,[]
STR-0529,Callara - Palangkaraya,BRND-099,Palangkaraya,Central Kalimantan,Offline,Fairway Co.,2008,,active,[]
STR-0530,Callara - Kupang,BRND-099,Kupang,East Nusa Tenggara,Offline,Fairway Co.,2008,,active,[]
STR-0531,Callara - Pekanbaru,BRND-099,Pekanbaru,Riau,Offline,Fairway Co.,2012,,active,[6]
STR-0532,Callara - Surabaya,BRND-099,Surabaya,East Java,Offline,Fairway Co.,2004,2011.0,closed,[]
STR-0533,Callara - Medan,BRND-099,Medan,North Sumatra,Offline,Fairway Co.,2018,,active,[]
STR-0534,Calvin Swing - Bekasi,BRND-100,Bekasi,West Java,Offline,Fairway Co.,2007,,active,[]
STR-0535,Calvin Swing - Mamuju,BRND-100,Mamuju,West Sulawesi,Offline,Fairway Co.,2024,,active,[]
STR-0536,Calvin Swing - Pangkal Pinang,BRND-100,Pangkal Pinang,Bangka Belitung Islands,Offline,Fairway Co.,2005,,active,[]
STR-0537,US MiniGolf - Tanjung Pinang,BRND-101,Tanjung Pinang,Riau Islands,Offline,Fairway Co.,2003,,active,[]
STR-0538,US MiniGolf - Jakarta,BRND-101,Jakarta,DKI Jakarta,Offline,Fairway Co.,2017,,active,[12]
STR-0539,US MiniGolf - Pekanbaru,BRND-101,Pekanbaru,Riau,Offline,Fairway Co.,2011,,active,[]
STR-0540,US MiniGolf - Medan,BRND-101,Medan,North Sumatra,Offline,Fairway Co.,2017,,active,[]
STR-0541,US MiniGolf - Pontianak,BRND-101,Pontianak,West Kalimantan,Offline,Fairway Co.,2012,2019.0,closed,"[6, 7]"
STR-0542,US MiniGolf - Denpasar,BRND-101,Denpasar,Bali,Offline,Fairway Co.,2000,,active,[]
STR-0543,US MiniGolf - Palembang,BRND-101,Palembang,South Sumatra,Offline,Fairway Co.,2025,,active,[]
STR-0544,US MiniGolf - Cirebon,BRND-101,Cirebon,West Java,Offline,Fairway Co.,2022,,active,[]
STR-0545,MaxFlyte - Mamuju,BRND-102,Mamuju,West Sulawesi,Offline,Fairway Co.,2005,,active,[]
STR-0546,MaxFlyte - Mamuju,BRND-102,Mamuju,West Sulawesi,Offline,Fairway Co.,2001,,active,[]
STR-0547,MaxFlyte - Malang,BRND-102,Malang,East Java,Offline,Fairway Co.,2000,2006.0,closed,"[12, 1]"
STR-0548,Honmera - Cirebon,BRND-103,Cirebon,West Java,Offline,Fairway Co.,2019,2022.0,closed,[]
STR-0549,Honmera - Surabaya,BRND-103,Surabaya,East Java,Offline,Fairway Co.,2014,,active,[]
STR-0550,OddyQuest - Manado,BRND-104,Manado,North Sulawesi,Offline,Fairway Co.,2003,2006.0,closed,[]
STR-0551,OddyQuest - Serang,BRND-104,Serang,Banten,Offline,Fairway Co.,2019,2027.0,active,[]
STR-0552,OddyQuest - Semarang,BRND-104,Semarang,Central Java,Offline,Fairway Co.,2000,,active,[]
STR-0553,OddyQuest - Bandung,BRND-104,Bandung,West Java,Offline,Fairway Co.,2006,,active,[]
STR-0554,OddyQuest - Surakarta,BRND-104,Surakarta,Central Java,Offline,Fairway Co.,2020,,active,"[3, 4, 5]"
STR-0555,OddyQuest - Serang,BRND-104,Serang,Banten,Offline,Fairway Co.,2015,2020.0,closed,[]
STR-0556,OddyQuest - Serang,BRND-104,Serang,Banten,Offline,Fairway Co.,2015,,active,[]
STR-0557,YESsure - Bandung,BRND-105,Bandung,West Java,Offline,Fairway Co.,2014,,active,[1]
STR-0558,YESsure - Cirebon,BRND-105,Cirebon,West Java,Offline,Fairway Co.,2025,,active,[]
STR-0559,YESsure - Sidoarjo,BRND-105,Sidoarjo,East Java,Offline,Fairway Co.,2022,,active,[]
STR-0560,YESsure - Banda Aceh,BRND-105,Banda Aceh,Aceh,Offline,Fairway Co.,2011,,active,[]
STR-0561,YESsure - Semarang,BRND-105,Semarang,Central Java,Offline,Fairway Co.,2014,,active,[]
STR-0562,YESsure - Padang,BRND-105,Padang,West Sumatra,Offline,Fairway Co.,2025,,active,[]
STR-0563,YESsure - Surakarta,BRND-105,Surakarta,Central Java,Offline,Fairway Co.,2019,,active,[]
STR-0564,Strikron - Serang,BRND-106,Serang,Banten,Offline,Fairway Co.,2011,,active,[]
STR-0565,Strikron - Tangerang,BRND-106,Tangerang,Banten,Offline,Fairway Co.,2003,,active,"[4, 5]"
STR-0566,Hippor - Medan,BRND-107,Medan,North Sumatra,Offline,Fairway Co.,2008,,active,[]
STR-0567,Hippor - Palangkaraya,BRND-107,Palangkaraya,Central Kalimantan,Offline,Fairway Co.,2016,,active,[]
STR-0568,Hippor - Makassar,BRND-107,Makassar,South Sulawesi,Offline,Fairway Co.,2016,,active,[]
STR-0569,Hippor - Pangkal Pinang,BRND-107,Pangkal Pinang,Bangka Belitung Islands,Offline,Fairway Co.,2002,,active,[]
STR-0570,Hippor - Denpasar,BRND-107,Denpasar,Bali,Offline,Fairway Co.,2025,,active,[]
STR-0571,Hippor - Balikpapan,BRND-107,Balikpapan,East Kalimantan,Offline,Fairway Co.,2020,,active,[]
STR-0572,TaylorMight - Bandung,BRND-108,Bandung,West Java,Offline,Fairway Co.,2010,,active,[]
STR-0573,TaylorMight - Padang,BRND-108,Padang,West Sumatra,Offline,Fairway Co.,2024,,active,[]
STR-0574,TaylorMight - Banda Aceh,BRND-108,Banda Aceh,Aceh,Offline,Fairway Co.,2015,,active,[1]
STR-0575,TaylorMight - Padang,BRND-108,Padang,West Sumatra,Offline,Fairway Co.,2019,,active,[]
STR-0576,Tabaro - Wamena,BRND-109,Wamena,Highland Papua,Offline,Fairway Co.,2009,,active,[]
STR-0577,Tabaro - Palu,BRND-109,Palu,Central Sulawesi,Offline,Fairway Co.,2021,,active,[]
STR-0578,Nicklaz - Cirebon,BRND-110,Cirebon,West Java,Offline,Fairway Co.,2009,,active,[]
STR-0579,Nicklaz - Surabaya,BRND-110,Surabaya,East Java,Offline,Fairway Co.,2019,,active,[]
STR-0580,Aluna Arch - Depok,BRND-111,Depok,West Java,Offline,LifeSphere,2007,,active,[]
STR-0581,Aluna Arch - Kendari,BRND-111,Kendari,Southeast Sulawesi,Offline,LifeSphere,2013,2021.0,closed,[]
STR-0582,Aluna Arch - Bengkulu City,BRND-111,Bengkulu City,Bengkulu,Offline,LifeSphere,2009,,active,[]
STR-0583,Aluna Arch - Padang,BRND-111,Padang,West Sumatra,Offline,LifeSphere,2004,,active,[]
STR-0584,Aluna Arch - Depok,BRND-111,Depok,West Java,Offline,LifeSphere,2012,,active,[]
STR-0585,Aluna Arch - Jakarta,BRND-111,Jakarta,DKI Jakarta,Offline,LifeSphere,2009,,active,[]
STR-0586,Aluna Arch - Bandung,BRND-111,Bandung,West Java,Offline,LifeSphere,2024,,active,[]
STR-0587,Aluna Arch - Bekasi,BRND-111,Bekasi,West Java,Offline,LifeSphere,2023,,active,[]
STR-0588,Crabtree & Eden - Bekasi,BRND-112,Bekasi,West Java,Offline,LifeSphere,2021,2026.0,active,[]
STR-0589,Crabtree & Eden - Tangerang,BRND-112,Tangerang,Banten,Offline,LifeSphere,2004,,active,[]
STR-0590,Crabtree & Eden - Semarang,BRND-112,Semarang,Central Java,Offline,LifeSphere,2023,,active,[]
STR-0591,Crabtree & Eden - Balikpapan,BRND-112,Balikpapan,East Kalimantan,Offline,LifeSphere,2001,,active,[]
STR-0592,DigiMax - Depok,BRND-113,Depok,West Java,Offline,LifeSphere,2011,,active,[]
STR-0593,DigiMax - Denpasar,BRND-113,Denpasar,Bali,Offline,LifeSphere,2000,2005.0,closed,[]
STR-0594,DigiMax - Sidoarjo,BRND-113,Sidoarjo,East Java,Offline,LifeSphere,2009,,active,[]
STR-0595,DigiMax - Pekanbaru,BRND-113,Pekanbaru,Riau,Offline,LifeSphere,2022,,active,[6]
STR-0596,DigiMax - Tanjung Pinang,BRND-113,Tanjung Pinang,Riau Islands,Offline,LifeSphere,2020,,active,[]
STR-0597,DigiMax - Jambi City,BRND-113,Jambi City,Jambi,Offline,LifeSphere,2014,,active,[]
STR-0598,DigiMax - Tangerang,BRND-113,Tangerang,Banten,Offline,LifeSphere,2020,,active,[]
STR-0599,DigiMax - Yogyakarta,BRND-113,Yogyakarta,Special Region of Yogyakarta,Offline,LifeSphere,2007,,active,[]
STR-0600,DigiMax - Cirebon,BRND-113,Cirebon,West Java,Offline,LifeSphere,2004,,active,[]
STR-0601,DigiMax - Bekasi,BRND-113,Bekasi,West Java,Offline,LifeSphere,2010,,active,"[3, 4, 5]"
STR-0602,DigiPlusX - Malang,BRND-114,Malang,East Java,Offline,LifeSphere,2017,,active,[]
STR-0603,DigiPlusX - Bogor,BRND-114,Bogor,West Java,Offline,LifeSphere,2009,,active,[]
STR-0604,DigiPlusX - Bandung,BRND-114,Bandung,West Java,Offline,LifeSphere,2001,,active,[]
STR-0605,DigiPlusX - Manokwari,BRND-114,Manokwari,West Papua,Offline,LifeSphere,2014,2019.0,closed,[]
STR-0606,DigiPlusX - Tanjung Selor,BRND-114,Tanjung Selor,North Kalimantan,Offline,LifeSphere,2004,,active,[]
STR-0607,DigiPlusX - Bandung,BRND-114,Bandung,West Java,Offline,LifeSphere,2005,,active,[]
STR-0608,DigiPlusX - Cirebon,BRND-114,Cirebon,West Java,Offline,LifeSphere,2024,,active,[]
STR-0609,Samvera - Banda Aceh,BRND-115,Banda Aceh,Aceh,Offline,LifeSphere,2020,,active,[]
STR-0610,Samvera - Bekasi,BRND-115,Bekasi,West Java,Offline,LifeSphere,2013,,active,[]
STR-0611,Samvera - Tangerang,BRND-115,Tangerang,Banten,Offline,LifeSphere,2025,,active,[]
STR-0612,Samvera - Manado,BRND-115,Manado,North Sulawesi,Offline,LifeSphere,2012,,active,[]
STR-0613,Samvera - Padang,BRND-115,Padang,West Sumatra,Offline,LifeSphere,2004,,active,[]
STR-0614,Samvera - Surabaya,BRND-115,Surabaya,East Java,Offline,LifeSphere,2014,,active,[]
STR-0615,Samvera - Surakarta,BRND-115,Surakarta,Central Java,Offline,LifeSphere,2007,,active,[]
STR-0616,Samvera - Tanjung Selor,BRND-115,Tanjung Selor,North Kalimantan,Offline,LifeSphere,2003,,active,[]
STR-0617,Samvera - Bengkulu City,BRND-115,Bengkulu City,Bengkulu,Offline,LifeSphere,2022,,active,[]
STR-0618,Samvera - Jambi City,BRND-115,Jambi City,Jambi,Offline,LifeSphere,2013,,active,"[3, 4]"
STR-0619,H2OVibe - Depok,BRND-116,Depok,West Java,Offline,LifeSphere,2016,2024.0,closed,[]
STR-0620,H2OVibe - Balikpapan,BRND-116,Balikpapan,East Kalimantan,Offline,LifeSphere,2019,,active,[]
STR-0621,H2OVibe - Yogyakarta,BRND-116,Yogyakarta,Special Region of Yogyakarta,Offline,LifeSphere,2010,,active,[]
STR-0622,H2OVibe - Depok,BRND-116,Depok,West Java,Offline,LifeSphere,2016,,active,[]
STR-0623,H2OVibe - Bekasi,BRND-116,Bekasi,West Java,Offline,LifeSphere,2024,,active,[]
STR-0624,H2OVibe - Bandung,BRND-116,Bandung,West Java,Offline,LifeSphere,2022,,active,[]
STR-0625,H2OVibe - Manado,BRND-116,Manado,North Sulawesi,Offline,LifeSphere,2005,,active,[]
STR-0626,H2OVibe - Banjarmasin,BRND-116,Banjarmasin,South Kalimantan,Offline,LifeSphere,2005,,active,[]
STR-0627,H2OVibe - Bekasi,BRND-116,Bekasi,West Java,Offline,LifeSphere,2016,,active,[]
STR-0628,KinoBooks - Bogor,BRND-117,Bogor,West Java,Offline,LifeSphere,2008,,active,[]
STR-0629,KinoBooks - Malang,BRND-117,Malang,East Java,Offline,LifeSphere,2019,,active,[]
STR-0630,KinoBooks - Surakarta,BRND-117,Surakarta,Central Java,Offline,LifeSphere,2014,,active,[]
STR-0631,KinoBooks - Banda Aceh,BRND-117,Banda Aceh,Aceh,Offline,LifeSphere,2023,,active,[]
STR-0632,Traxa - Bengkulu City,BRND-118,Bengkulu City,Bengkulu,Offline,LifeSphere,2015,,active,[]
STR-0633,Traxa - Semarang,BRND-118,Semarang,Central Java,Offline,LifeSphere,2017,,active,[]
STR-0634,Samsonex - Semarang,BRND-119,Semarang,Central Java,Offline,LifeSphere,2006,2010.0,closed,[]
STR-0635,Samsonex - Cirebon,BRND-119,Cirebon,West Java,Offline,LifeSphere,2021,,active,"[1, 2, 3]"
STR-0636,Samsonex - Tanjung Selor,BRND-119,Tanjung Selor,North Kalimantan,Offline,LifeSphere,2012,2016.0,closed,[]
STR-0637,Samsonex - Palu,BRND-119,Palu,Central Sulawesi,Offline,LifeSphere,2022,,active,[]
STR-0638,Samsonex - Pekanbaru,BRND-119,Pekanbaru,Riau,Offline,LifeSphere,2011,,active,[]
STR-0639,Samsonex - Depok,BRND-119,Depok,West Java,Offline,LifeSphere,2011,,active,[]
STR-0640,Samsonex - Bengkulu City,BRND-119,Bengkulu City,Bengkulu,Offline,LifeSphere,2005,,active,[]
STR-0641,AmeriTour - Malang,BRND-120,Malang,East Java,Offline,LifeSphere,2000,,active,[]
STR-0642,AmeriTour - Bandung,BRND-120,Bandung,West Java,Offline,LifeSphere,2025,,active,[]
STR-0643,Travelio - Pangkal Pinang,BRND-121,Pangkal Pinang,Bangka Belitung Islands,Offline,LifeSphere,2021,,active,[]
STR-0644,Travelio - Sidoarjo,BRND-121,Sidoarjo,East Java,Offline,LifeSphere,2000,,active,[]
STR-0645,Swisha - Palembang,BRND-122,Palembang,South Sumatra,Offline,LifeSphere,2009,,active,[]
STR-0646,Swisha - Surakarta,BRND-122,Surakarta,Central Java,Offline,LifeSphere,2020,,active,[]
STR-0647,Swisha - Jakarta,BRND-122,Jakarta,DKI Jakarta,Offline,LifeSphere,2021,,active,[]
STR-0648,Swisha - Palu,BRND-122,Palu,Central Sulawesi,Offline,LifeSphere,2021,,active,"[8, 9]"
STR-0649,Swisha - Depok,BRND-122,Depok,West Java,Offline,LifeSphere,2020,,active,[]
STR-0650,Swisha - Jambi City,BRND-122,Jambi City,Jambi,Offline,LifeSphere,2000,,active,[]
STR-0651,Swisha - Surakarta,BRND-122,Surakarta,Central Java,Offline,LifeSphere,2007,,active,[]
STR-0652,Swisha - Cirebon,BRND-122,Cirebon,West Java,Offline,LifeSphere,2011,,active,[]
STR-0653,Swisha - Bogor,BRND-122,Bogor,West Java,Offline,LifeSphere,2000,,active,[10]
STR-0654,Swisha - Palu,BRND-122,Palu,Central Sulawesi,Offline,LifeSphere,2005,,active,[]
STR-0655,Zavana Home - Pontianak,BRND-123,Pontianak,West Kalimantan,Offline,LifeSphere,2006,,active,[]
STR-0656,Zavana Home - Bandung,BRND-123,Bandung,West Java,Offline,LifeSphere,2023,2030.0,active,[]
STR-0657,Zavana Home - Bogor,BRND-123,Bogor,West Java,Offline,LifeSphere,2006,,active,[]
STR-0658,Zavana Home - Banda Aceh,BRND-123,Banda Aceh,Aceh,Offline,LifeSphere,2018,,active,[]
STR-0659,Zavana Home - Cirebon,BRND-123,Cirebon,West Java,Offline,LifeSphere,2025,,active,"[5, 6]"
STR-0660,Zavana Home - Bandar Lampung,BRND-123,Bandar Lampung,Lampung,Offline,LifeSphere,2010,,active,[]
STR-0661,Zavana Home - Balikpapan,BRND-123,Balikpapan,East Kalimantan,Offline,LifeSphere,2018,,active,[]
STR-0662,Zavana Home - Cirebon,BRND-123,Cirebon,West Java,Offline,LifeSphere,2023,,active,[]
STR-0663,Zavana Home - Sidoarjo,BRND-123,Sidoarjo,East Java,Offline,LifeSphere,2008,,active,[11]
